,LocationID,Latitude,Longitude,Risk Band
8236,344001,25.677879,71.150793,Watch
14030,531019,17.687584,83.096294,Watch
9513,431601,20.554431,74.512024,Watch
793,531021,17.5768327,83.04048,Watch
16785,605003,11.9568056,79.8351944,Watch
8624,110096,28.6221944,77.3167222,Watch
6613,147201,28.62,77.23,Watch
18796,605013,11.9388611,79.8145278,Watch
1844,531162,17.958807,83.461688,Watch
2991,135003,29.767558,76.972947,Watch
3138,136135,29.973217,76.830346,Watch
10025,535001,18.1199722,83.4034722,Watch
8627,110088,28.7246667,77.1469444,Watch
18793,605008,11.9542222,79.821,Watch
779,531011,17.5340558,82.978609,Watch
9995,531001,17.698564,83.000797,Watch
8521,335512,29.665201,74.304446,Watch
8197,322201,26.55,76.766667,Watch
802,531055,17.568865,82.836742,Watch
494,521109,16.634451,80.859827,Watch
14031,531019,17.687584,83.096294,Watch
1827,532195,18.5185277,84.152055,Watch
810,531085,17.5667998,82.668,Watch
791,531002,17.731695,83.028082,Watch
798,531035,17.8178415,83.024217,Watch
15335,530001,17.70402479,83.29639357,Watch
1840,530048,17.830053,83.336856,Watch
8572,632503,12.8505723,79.3541637,Watch
13279,605009,11.9470556,79.80575,Watch
794,531021,17.5768327,83.04048,Watch
797,531127,17.3294893,82.6110203,Watch
799,531035,17.8178415,83.024217,Watch
2480,365440,21.4413251,70.854907,Watch
16786,605003,11.9568056,79.8351944,Watch
18794,605008,11.9542222,79.821,Watch
17056,721503,22.47241,86.8968,Watch
510,524421,14.6891984,79.3500649,Watch
1852,535005,17.894911,83.380942,Watch
1834,532218,18.666111,84.368638,Watch
803,531055,17.568865,82.836742,Watch
1848,531173,17.789232,83.15686,Watch
790,531081,17.4319859,82.7012489,Watch
17188,531082,17.4723751,82.7375613,Watch
1870,535204,18.089104,83.565638,Watch
789,531081,17.4319859,82.7012489,Watch
10220,203207,28.597702,77.499945,Watch
11097,242001,27.8837,79.9121999999999,Watch
10126,800001,25.6173,85.12172,Watch
3063,123401,28.202722,76.616953,Watch
10273,261001,27.5325,80.8987,Watch
12862,734005,28.6912,77.2901,Watch
8779,121007,28.395403,77.315292,Watch
17792,110093,28.69525,77.2953333,Watch
6270,758015,21.2938066,86.0604016,Watch
11083,247776,29.442708,77.314414,Watch
19248,442401,19.962265,79.2963,Watch
8529,335523,29.751955,74.455494,Watch
3895,193222,34.568919,74.309789,Watch
13600,226017,27.21809,80.882949,Watch
9434,440001,21.15219444,79.06916667,Watch
3145,124501,28.655326,76.753407,Watch
6110,757032,22.210525,86.55498,Watch
6153,757091,21.9018826,86.0684569,Watch
11549,605601,11.98,79.5,Watch
11550,605601,11.98,79.5,Watch
1745,532462,18.6112,83.6889,Watch
14043,535557,18.6149,83.5297,Watch
2570,361160,22.12,70.23,Watch
7359,450331,21.291,76.3398,Watch
8712,360006,22.3135,70.7881667,Watch
6617,147101,30.1,76.19,Watch
14303,131402,28.87,76.91,Watch
3133,136128,29.981417,76.589277,Watch
6754,152123,30.37395,74.03525,Watch
6634,148021,30.669546,75.82289,Watch
6981,312601,24.622759,74.774795,Watch
6770,142047,30.94655,74.9391,Watch
3162,131021,28.96,77.08,Watch
2508,364002,21.687943,72.155967,Watch
14279,122506,28.446796,76.825692,Watch
17793,110083,28.6904722,77.0822778,Watch
8784,121010,28.4391,77.3009,Watch
2303,110076,28.52,77.31,Watch
3132,136132,29.987047,77.041004,Watch
18184,141015,30.895225,75.9295,Watch
11027,250342,29.1574,77.58255,Watch
19575,141016,30.848,75.8905,Watch
19132,201011,28.664917,77.330289,Watch
15808,152001,30.927546,74.610497,Watch
15368,142026,30.7936111,75.4743333,Watch
3096,125201,29.82675,74.9754166,Watch
9652,141001,30.9164444,75.8450556,Watch
8555,335073,29.808092,73.465694,Watch
7247,303012,26.803213,75.990071,Watch
6640,148105,28.167387,78.207737,Watch
3080,125005,29.1323055,75.7426111,Watch
7318,454552,27.216981,77.489515,Watch
14291,132102,29.195277,77.0139711,Watch
3316,845412,26.3545,85.6563,Watch
10277,261201,27.493757,80.996757,Watch
6759,152024,30.56734,74.24597,Watch
2610,362560,20.8537675,71.1629049,Watch
18325,226025,26.7642777,80.9268888,Watch
12615,202002,27.9135016,78.0781901,Watch
19116,283205,27.126702,78.4802172,Watch
2507,364004,21.77458,72.072205,Watch
13588,224123,26.799366,82.204449,Watch
3135,136131,29.973217,76.830346,Watch
13540,250003,28.9886,77.718,Watch
14293,136129,30.115686,76.666405,Watch
3112,132117,29.3959722,76.9606388,Watch
7992,442001,20.639832,78.612532,Watch
18320,201306,28.5134247639601,77.4779033644153,Watch
3024,121004,28.257487,77.371203,Watch
15551,110034,28.68875,77.1321111,Watch
6587,141109,30.698179,75.575702,Watch
7299,453441,22.516478,75.824343,Watch
8621,110092,28.6522222,77.3064444,Watch
15800,143001,31.638561,74.882557,Watch
8801,124001,28.8898611,76.62375,Watch
10205,245301,28.661662,77.656476,Watch
16312,251003,29.2855999999999,77.42,Watch
8782,121001,28.5461389,77.2814722,Watch
3136,136026,29.762047,76.559555,Watch
14292,136020,29.875369,76.606611,Watch
3131,136119,29.955549,76.812926,Watch
7277,303903,26.725862,75.941343,Watch
9769,811307,24.9288056,86.2261944,Watch
8631,110085,28.73545,77.117477,Watch
6661,143105,31.54,74.76,Watch
2300,110040,28.8508055,77.0880555,Watch
3012,127030,28.6358,75.9434,Watch
12701,206122,26.4604499,79.505546,Watch
6627,147301,30.66,76.23,Watch
6682,143115,31.53,75.05,Watch
8800,124201,28.8955833,76.5925278,Watch
11099,242221,27.8837,79.9122,Watch
14302,131023,29.05,76.91,Watch
15020,152117,30.1576,74.33157,Watch
3036,122003,28.4465007,77.073616,Watch
10285,261203,27.30001,81.1333233,Watch
8803,131001,28.9865556,77.0255,Watch
17583,201305,28.539212,77.406374,Watch
15555,110065,28.569126,77.253601,Watch
17794,110056,28.6827222,77.1111111,Watch
8513,307801,24.993467,72.717105,Watch
10221,203207,28.597702,77.499945,Watch
15795,141010,30.9023056,75.9041944,Watch
12719,206245,26.8609835,78.8831234,Watch
9437,440022,21.1521,79.0836,Watch
15319,502103,18.105264,78.843662,Watch
14988,141110,30.9077109999999,75.650964,Watch
6610,147004,30.84,75.67,Watch
10772,222142,26.45,82.55,Watch
3173,131027,29.03,77.07,Watch
14278,121101,28.379904,77.435774,Watch
10713,281306,27.6,78.05,Watch
11437,209203,26.642187,80.213518,Watch
3122,136156,30.084325,76.987348,Watch
14288,132157,29.3959722,76.9606388,Watch
3065,125047,29.302081,75.660084,Watch
10206,201009,28.631247,77.437208,Watch
2292,110090,28.69225,77.3042222,Watch
18183,141006,30.8589167,75.8616389,Watch
8792,125001,29.402101,75.703616,Watch
10802,231304,25.094001,82.86539,Watch
9676,152003,31.0341,74.8482,Watch
3110,132036,29.6509413,76.8735374,Watch
8793,132001,29.6923611,76.9995833,Watch
9797,797001,25.67077778,94.10758333,Watch
12633,202124,27.6843526,77.9545906,Watch
9664,143006,31.615,74.87,Watch
11079,251203,29.420255,77.784415,Watch
13591,201001,28.661389,77.445098,Watch
15343,110052,28.6933611,77.1713889,Watch
8539,335027,29.942221,73.491674,Watch
3022,121003,28.463698,77.333878,Watch
8636,110001,28.61675,77.2934444,Watch
8526,335802,29.567713,74.136475,Watch
17582,201311,28.535516,77.391026,Watch
8660,110075,28.580691,77.059203,Watch
3901,193301,34.72,74.33,Watch
14271,133203,28.9546,78.2647,Watch
3141,124505,28.786297,76.866875,Watch
3026,121002,28.4043,77.374073,Watch
15898,124507,28.681179,76.902704,Watch
3172,131306,29.2,76.77,Watch
10180,224190,26.451562,82.692218,Watch
8645,110025,28.5613611,77.2795833,Watch
8796,132103,29.3919611,76.9767305,Watch
10187,224204,26.620452,82.147565,Watch
10224,201304,28.494211,77.414254,Watch
11074,247772,29.613526,77.505144,Watch
10295,261303,27.285,80.837,Watch
8968,585401,17.91163889,77.51936111,Watch
14298,124107,28.634988,76.823959,Watch
18903,110089,28.7348056,77.1325,Watch
8630,110035,28.6738333,77.1445833,Watch
15000,147103,30.27,76.52,Watch
11098,242042,27.8837,79.9122,Watch
3102,126102,29.3,76.316682,Watch
7272,303009,24.809918,71.778559,Watch
19251,141401,30.7029167,76.2244167,Watch
8240,344702,25.47695,71.0348,Watch
6696,151005,30.2206,73.9889,Watch
10202,224120,26.750716,81.7501859999999,Watch
18313,201010,28.6689167,77.3529167,Watch
7210,321201,27.284866,77.341057,Watch
13542,250002,28.97,77.67,Watch
8258,344701,26.1897532,71.2443477,Watch
10225,201008,28.535516,77.391026,Watch
10698,281123,27.360304,77.5572,Watch
12606,283115,26.8081457,77.4759334,Watch
3119,132140,29.4916335,76.860564999999,Watch
19252,142001,30.8159479999999,75.166847,Watch
3896,193222,34.568919,74.309789,Watch
17800,110063,28.6705278,77.1022222,Watch
7505,456440,27.270077,72.286711,Watch
10209,201003,28.706909,77.410667,Watch
8629,110009,28.7062778,77.1897222,Watch
8238,344034,25.741496,71.407879,Watch
3114,132023,29.6874444,76.9906666,Watch
4864,481885,26.141695,84.426561,Watch
11075,251314,29.377101,77.805573,Watch
15797,141004,30.9023889,75.8146944,Watch
8247,344035,25.9081499999999,71.5343,Watch
14294,136043,29.670538,76.5168,Watch
8798,136118,29.960663,76.890856,Watch
11447,209303,26.547003,79.874171,Watch
8620,110032,28.6806111,77.2859444,Watch
16930,201005,28.6794403058458,77.3664312174894,Watch
8524,335801,29.510316,74.242876,Watch
2301,110042,28.72775,77.1636111,Watch
8541,335024,29.697554,74.584406,Watch
18666,131030,28.4391,77.3009,Watch
15337,782460,25.8394444,93.4376944,Watch
8634,110002,28.6445,77.2231389,Watch
12600,283101,27.2294318,77.6593837,Watch
3395,843123,26.103497,85.123934,Watch
3030,122101,28.3913822,77.0511932,Watch
15798,141003,30.8656777,75.86405,Watch
10162,224129,26.452385,82.780553,Watch
15342,110051,28.645733,77.2997737,Watch
11308,271302,26.983161,82.236998,Watch
13500,206124,26.6653333,79.1724722,Watch
11247,274702,26.57,83.77,Watch
3408,843115,26.223945,85.055818,Watch
3556,843314,26.503,85.64575,Watch
6761,142043,30.95245,75.13675,Watch
6579,142036,30.96905,75.05768,Watch
6678,143301,31.5,74.76,Watch
16931,201014,28.6391052909022,77.3714679946945,Watch
16933,201307,28.584932,77.38699,Watch
13593,201012,28.6532778,77.3566944,Watch
2312,110041,28.682346,76.967187,Watch
15796,141002,30.8949722,75.8413611,Watch
6726,152113,30.0665,74.61906,Watch
15892,121006,28.3917778,77.3021389,Watch
8244,344033,25.5273709999999,71.716334,Watch
8780,121007,28.395403,77.315292,Watch
10287,261145,27.59535,80.98765,Watch
14301,131028,29.05,76.91,Watch
3906,193224,34.6191949999999,74.0505749999999,Watch
10197,224118,26.652383,81.692525,Watch
11004,250601,28.98,77.29,Watch
6598,141414,30.703278,76.163158,Watch
6825,144531,30.24,74.58,Watch
8619,110095,28.6794722,77.3086944,Watch
6608,147104,30.49,76.31,Watch
13594,201002,28.6681111,77.4284722,Watch
14144,782461,25.8394444,93.4376944,Watch
11469,225416,26.93251,81.3977,Watch
16934,201316,28.595731285649,77.4022966965394,Watch
3120,132140,29.4916335,76.860564999999,Watch
6647,148104,31.147183,75.293849,Watch
8647,110020,28.543282,77.257845,Watch
9660,147001,30.3375278,76.3979444,Watch
14998,147111,30.2,76.48,Watch
12677,203389,28.1616111,78.3755207,Watch
8628,110088,28.7246667,77.1469444,Watch
4938,460001,30.471044,76.485949,Watch
6593,141421,30.77938,75.95721,Watch
8633,110006,28.6511389,77.2241667,Watch
9651,141014,30.8695972,75.882925,Watch
8664,110028,28.6305,77.1349167,Watch
17585,229406,28.78,77.47,Watch
8237,344001,25.677879,71.150793,Watch
16500,225207,26.93251,81.3977,Watch
6709,151301,29.8897,75.0078,Watch
10699,281201,27.87288,77.713731,Watch
399,517583,13.418878,79.555315,Watch
13549,251001,29.45667,77.69528,Watch
6752,152124,30.1210277,74.1886181,Watch
12612,202001,27.9135016,78.0781901,Watch
17796,110069,28.6225833,77.2127222,Watch
2296,110039,28.7996944,77.0380555,Watch
2304,110076,28.52,77.31,Watch
14336,847308,26.3531607,86.0606074,Watch
3168,131101,29.13,77.01,Watch
8351,342307,27.42695,72.1637,Watch
10219,245207,28.793599,77.978861,Watch
17777,812003,25.2496944,86.9869722,Watch
12624,202133,27.9516768,78.4680902,Watch
11238,272151,27.029035,82.803625,Watch
19643,201318,28.6681111,77.4284722,Watch
13214,342310,27.563571,70.9083383,Watch
8533,335526,29.45155,74.45989,Watch
12640,202127,28.0272473,78.1285459,Watch
2611,362560,20.8537675,71.1629049,Watch
12613,202121,27.8188847,78.2273215,Watch
6753,142042,30.94345,75.2365,Watch
6767,152004,29.97117,74.57624,Watch
16272,212204,28.639983,77.3285479999999,Watch
11315,271124,27.008965,82.148245,Watch
3568,843328,26.3874877,85.5071359,Watch
3352,847402,26.4668,85.9229,Watch
13884,110068,28.5012222,77.2003054999999,Watch
11012,250101,28.8047,77.35886,Watch
10298,261208,27.4992,80.9944,Watch
13589,224208,26.558262,82.010399,Watch
19133,201011,28.664917,77.330289,Watch
18314,201017,28.68915843,77.44517332,Watch
3023,121105,27.985435,77.338186,Watch
8670,110027,28.6426944,77.1232222,Watch
6732,152032,30.36775,74.46007,Watch
6623,140701,30.37,76.54,Watch
18564,142029,30.801989,75.786565,Watch
9849,224001,26.7786111,82.1345556,Watch
18563,140115,30.3876944,76.5883888,Watch
9654,141012,30.8803889,75.7908333,Watch
3387,843127,26.25832,85.0596709999999,Watch
15900,124141,28.8955833,76.5925278,Watch
18761,141013,30.8593611,75.8317778,Watch
13560,274207,26.7356944,83.6546667,Watch
10263,229306,28.977,77.33,Watch
10183,224121,26.685361,81.7814359999999,Watch
13595,201006,28.70062,77.328853,Watch
3564,843333,26.3874,85.5071,Watch
11445,209115,26.306168,79.628926,Watch
11310,271301,27.090641,82.096071,Watch
7276,303603,26.539868,76.218943,Watch
11073,251311,29.590308,77.63507,Watch
9668,143002,31.63,74.84,Watch
3164,131302,29.18,76.62,Watch
8668,110058,28.636095,77.096574,Watch
11292,271313,26.931398,82.441422,Watch
6664,143009,31.58,74.84,Watch
13215,342310,27.563571,70.9083383,Watch
10186,224116,26.783348,81.7980259999999,Watch
12713,206123,26.9621637,79.1839599,Watch
14283,125011,29.191513,75.695714,Watch
19217,142027,30.928116,75.739329,Watch
11441,209310,26.548837,79.678419,Watch
12629,202123,27.8315251,77.8074214,Watch
6982,312601,24.622759,74.774795,Watch
6604,141114,30.843748,76.127646,Watch
15023,152021,30.0712258,74.5765,Watch
3575,841426,26.4486999999999,84.1092,Watch
12631,204212,27.7509033,78.0965691,Watch
2992,135003,29.767558,76.972947,Watch
6574,141007,30.96,75.95,Watch
11555,605652,12.07,79.53,Watch
7248,322240,26.953475,77.007505,Watch
16319,242220,27.8837,79.9122,Watch
8230,322024,26.220499,76.265291,Watch
11472,225404,26.98995,81.4151,Watch
12720,206127,26.6536723,79.131174,Watch
2132,781350,26.123,94.123,Watch
10281,261302,27.2296023,80.8475893,Watch
9432,440030,21.1521944,79.0691667,Watch
19289,530026,17.6907222,83.2038056,Watch
11104,242305,27.8837,79.9122,Watch
6717,151210,30.1891819,74.505307,Watch
6766,152122,30.2666216,74.2516604,Watch
3311,847233,26.1021,86.0857,Watch
19136,201020,28.6196438776206,77.3462093556991,Watch
18303,241127,27.0841569941917,80.4551368646985,Watch
3607,841416,26.2162,84.5131999999999,Watch
10284,261405,27.4029,80.6874,Watch
14935,795136,24.95388,93.91392,Watch
11313,271307,27.105916,82.417078,Watch
14385,812004,24.652,84.652,Watch
8625,110096,28.6221944,77.3167222,Watch
6727,152107,30.2328499999999,74.4576299999999,Watch
14335,847238,26.338621,86.0504111,Watch
11223,272150,26.959773,82.826203,Watch
3174,131103,29.12,77.01,Watch
7215,321202,27.315291,77.452987,Watch
15369,142026,30.7936111,75.4743333,Watch
4572,795002,24.840834,93.93863,Watch
6581,142030,30.73079,75.540771,Watch
6583,142022,30.853737,75.758952,Watch
8662,110064,28.6317778,77.1259167,Watch
7116,313342,25.03,73.91,Watch
12717,206126,26.7351091,79.1160678,Watch
7112,313327,25.16,73.95,Watch
140,844123,25.904615,85.250603,Watch
10196,224161,26.641707,82.335694,Watch
11481,225409,26.700118,81.479022,Watch
12702,206122,26.4604499,79.505546,Watch
18446,125101,29.7802222,74.5243055,Watch
16196,224119,26.834116,81.637072,Watch
10179,224227,26.495228,82.593294,Watch
11309,271305,26.98328,82.433634,Watch
6663,143107,31.56,74.7,Watch
15021,152117,30.1576,74.33157,Watch
11218,272131,26.754056,82.581685,Watch
3385,843101,26.028085,85.099258,Watch
6687,143419,31.22,74.62,Watch
9534,797004,25.6707778,94.1075833,Watch
3372,847409,26.4834874,85.9452670999999,Watch
14383,824205,24.66958,84.7720269999999,Watch
14993,141119,28.687609,77.282161,Watch
14946,797103,25.8053563,93.8017502999999,Watch
7206,321406,26.993394,77.507477,Watch
17511,344025,25.7548260999999,72.1118469999999,Watch
6739,142011,30.7312499999999,75.429,Watch
11108,242401,27.8837,79.9122,Watch
3682,813222,24.6326,84.62356,Watch
6676,143501,31.66,74.98,Watch
10274,261001,27.5325,80.8987,Watch
10210,201206,28.809969,77.49314,Watch
9649,160047,30.7141944,75.9453611,Watch
12714,206253,26.884335,79.1305732,Watch
8545,335901,30.122598,73.945534,Watch
12686,207301,27.44,78.44,Watch
3101,125075,29.5275277,74.7394722,Watch
13495,202132,27.9001111,78.0728333,Watch
3134,136128,29.981417,76.589277,Watch
8336,345031,27.11195,71.55245,Watch
8338,345028,27.56522,71.4847,Watch
3140,124508,28.6825,76.8519,Watch
10693,205267,27.4566322,78.5669852,Watch
19576,141011,30.9026,75.8377,Watch
18680,181205,34.75832,74.814157,Watch
8506,343021,25.347662,72.398179,Watch
2295,110036,28.7978055,77.13,Watch
2309,110045,28.597176,77.090783,Watch
3127,136130,29.973217,76.830346,Watch
6607,147203,30.57,76.12,Watch
8663,110078,28.6102222,77.0376667,Watch
11092,247453,29.6645946,77.553344,Watch
6611,147004,30.84,75.67,Watch
15890,121008,28.3917778,77.3021389,Watch
7220,321403,26.971432,77.519574,Watch
19368,132035,29.57512,76.77929,Watch
6614,147201,28.62,77.23,Watch
14141,782482,25.8415,93.4246,Watch
3091,125078,29.6993611,75.0066388,Watch
3033,122413,29.3876309999999,77.4464289999999,Watch
3126,136130,29.973217,76.830346,Watch
8239,344011,25.8389,71.3268,Watch
3070,125111,29.2100833,75.7090277,Watch
3175,131029,28.98,77.1,Watch
15517,812001,25.2496944,86.9869722,Watch
12632,204101,27.6056212,78.0537813,Watch
12620,202170,27.7244245,78.2248291,Watch
4567,795004,24.82448,93.90249,Watch
3351,847223,26.218532,86.0784459,Watch
3029,121102,28.16055,77.33016,Watch
12654,203402,28.6869421,77.9668774,Watch
3013,127030,28.6358,75.9434,Watch
8785,121010,28.4391,77.3009,Watch
6600,141112,30.850152,76.012353,Watch
8797,136042,29.802463,76.560383,Watch
6597,141116,30.858774,75.8425289999999,Watch
4653,797109,25.8980187999999,94.1824811999999,Watch
10941,243751,28.3582432,78.4496168,Watch
2310,110077,28.571529,77.072995,Watch
3113,132024,29.3959722,76.9606388,Watch
8235,322027,26.125172,76.338418,Watch
2047,783127,25.9127979999999,92.624239,Watch
2048,783128,25.751627,93.172874,Watch
31,803120,26.19,84.3199999999999,Watch
8260,344037,26.24765,71.8157,Watch
2174,788831,25.3,93.13,Watch
15552,110086,28.6963611,77.0764167,Watch
8762,390023,22.3213611,73.154,Watch
10009,530003,17.7248889,83.3240833,Watch
7884,443101,20.88945,76.17962,Watch
10019,530046,17.6878611,83.1705833,Watch
9953,522006,16.3191667,80.4131667,Watch
4341,425508,21.2400311,76.0333885,Watch
10534,743235,22.999976,88.8431038,Watch
8106,413102,18.20715,74.5882,Watch
2680,363642,22.86,70.86,Watch
12098,625009,12.8969,78.0465,Watch
4104,834010,23.3214599999999,85.364005,Watch
8155,410505,18.840509,73.907185,Watch
10588,731204,23.747763,87.70125,Watch
19023,440003,21.12283333,79.08502778,Watch
15585,452010,22.3889,75.7431,Watch
2587,362020,21.596023,70.8154858,Watch
18108,440036,21.10916667,79.02191667,Watch
17668,769012,22.2277033,84.8160733,Watch
14843,414701,18.57,74.6,Watch
10015,530007,17.738374,83.265126,Watch
8714,360001,22.30925,70.7993333,Watch
17420,413402,18.08356,75.85024,Watch
18513,412304,18.27325,74.3112,Watch
1833,532221,18.7745,84.410111,Watch
207,495334,22.06603,81.607617,Watch
551,507003,17.1937525,80.1421515,Watch
13732,713213,23.561623,87.278457,Watch
15450,507001,17.4026389,80.2353333,Watch
4096,834004,23.236305,85.198471,Watch
18948,695582,8.5615833,76.8714722,Watch
1263,835217,23.3699,85.325279,Watch
5117,464990,23.179949,77.692559,Watch
4399,425103,20.99935,75.45025,Watch
1336,832401,23.0281699999999,86.11937,Watch
17629,509301,16.7552222,78.1437778,Watch
17027,713216,23.536386,87.298268,Watch
4099,834003,23.3211899,85.3297752,Watch
213,495119,22.748947,81.978026,Watch
13605,226012,26.795782,80.910927,Watch
18652,390017,22.2959722,73.21525,Watch
4205,412806,17.91412,73.62325,Watch
4313,414203,18.786983,75.294934,Watch
4508,413504,18.4495119,75.6758187,Watch
1099,501102,17.3864,77.8788,Watch
17665,440002,21.1527194,79.1092674,Watch
8046,413201,18.74,75.31,Watch
17675,625513,10.006887001,77.352281902,Watch
1847,530027,17.748342,83.21515,Watch
2707,363430,22.4861,71.4509999999999,Watch
4344,424206,20.8033305,75.7783362,Watch
17238,364070,21.617118,72.244022,Watch
15388,504208,18.8639051,79.4547946,Watch
5010,486117,24.5373,81.3042,Watch
691,523226,15.606506,79.89758,Watch
10537,743245,22.9516743,88.7566152,Watch
13976,521333,16.79,80.23,Watch
15336,530004,17.72078,83.291245,Watch
5776,695586,8.55,76.86,Watch
2729,388250,22.7583,73.2382,Watch
8757,390001,22.29225,73.2033889,Watch
9620,769015,22.2440651,84.8059421,Watch
4073,822102,23.41168,85.03541,Watch
4395,425002,21.0741229,75.5336246,Watch
17249,392012,21.793951,72.90168,Watch
15096,485111,24.579,81.8319999999999,Watch
15847,364001,21.7783,72.1467,Watch
5312,563131,13.1598405,78.3862699,Watch
2776,392130,21.6899,72.5523,Watch
4383,425109,20.91755,75.33195,Watch
10543,743249,22.9214315,88.6988569,Watch
14090,501141,17.3069,77.4823,Watch
18111,440007,21.16472222,79.03469444,Watch
2938,391440,22.91,72.92,Watch
1187,516101,14.16,79.66,Watch
1875,535003,18.187862,83.367586,Watch
2577,361220,22.72,70.52,Watch
9862,505001,18.444402,79.117282,Watch
8161,412306,18.135672,74.267817,Watch
2791,392210,21.862491,73.060911,Watch
7835,444404,20.14,77.58,Watch
8719,388001,22.7483,73.2167,Watch
4040,825402,24.12135,85.13631,Watch
4213,415523,17.9844557,74.4360374,Watch
1248,835302,23.4308,84.7367,Watch
10011,530022,17.7449167,83.3228611,Watch
7754,410101,19.0399999999999,77.97,Watch
2814,387560,15.5934,77.8131,Watch
15845,364081,21.41263,72.169807,Watch
4874,480882,21.107076,79.13792,Watch
7370,450661,21.0,76.0,Watch
17740,530011,17.6889722,83.2423333,Watch
8097,413113,17.799035,75.044174,Watch
19175,713210,23.519945,87.327404,Watch
5000,486446,24.5373,81.3042,Watch
18983,486885,24.0915556,82.6498611,Watch
2506,364050,21.545596,72.21275,Watch
9711,723143,23.0581737,86.2917494,Watch
2807,387635,22.9839,72.7657,Watch
2727,388245,22.8499,73.2946,Watch
7385,451660,22.0316219999999,75.4882949999999,Watch
9759,523240,15.6053333,79.6180556,Watch
16254,743287,22.9339166,88.7710424,Watch
9961,507101,17.5435556,80.6184444,Watch
2360,382265,22.59,72.44,Watch
14474,505445,18.594183,79.026664,Watch
2324,385110,24.31669,72.931654,Watch
670,523247,15.841513,79.673487,Watch
10580,731243,24.289888,87.787401,Watch
18633,360007,22.2995278,70.7753889,Watch
10649,742184,24.0318,87.675,Watch
4207,415012,17.8797209,74.5902585,Watch
4892,462046,23.03,77.48,Watch
4106,835225,23.34571,85.309722,Watch
5609,685619,9.96798,77.23298,Watch
7300,453441,22.516478,75.824343,Watch
5037,485115,24.579,81.832,Watch
8963,583116,15.3447204,76.8363656,Watch
7979,441103,21.67643,79.370843,Watch
4954,480221,22.023793,79.175311,Watch
17630,509301,16.7552222,78.1437778,Watch
15671,440006,21.16488889,79.05241667,Watch
8055,414401,18.85,75.09,Watch
8118,410509,19.143251,73.729398,Watch
10018,530051,17.7974722,83.2149722,Watch
9508,425110,20.823275,75.2965737,Watch
4514,413623,17.8808599999999,75.94216,Watch
4052,825103,24.17805,84.9864,Watch
680,523108,15.067772,79.428354,Watch
5097,486661,24.26,81.84,Watch
7392,451442,21.9027,75.347,Watch
18751,769007,22.193525,84.866155,Watch
5025,485775,24.579,81.832,Watch
14262,391775,23.13,73.35,Watch
4883,480886,22.6014971,79.601075799999,Watch
14767,757046,22.3886966,86.1049183,Watch
8577,632509,12.91145,79.2726,Watch
8969,585412,17.69805556,77.21366667,Watch
12992,722207,23.303227,87.415684,Watch
8713,360006,22.3135,70.7881667,Watch
10590,731301,23.706882,87.80311,Watch
4342,425508,21.2400311,76.0333885,Watch
13006,713406,23.35,87.65,Watch
9276,486887,24.1595556,82.4900278,Watch
2436,383260,23.229026,73.21968,Watch
14898,424303,20.989005,74.498848,Watch
749,505469,18.287415,79.219944,Watch
1433,591117,15.91,75.0199999999999,Watch
4120,504103,19.0737473,77.864598,Watch
15203,415715,17.8797209,74.5902585,Watch
18624,382418,23.005161,72.653415,Watch
10598,731303,23.759844,87.78837,Watch
13646,743271,22.8385,88.65575,Watch
15286,632521,12.904448,79.3191506,Watch
842,505451,18.49391,79.055353,Watch
4318,431128,19.028382,76.259215,Watch
2509,364002,21.687943,72.155967,Watch
14870,415537,17.925561,74.276513,Watch
9429,440019,21.09330556,79.01,Watch
5311,563130,13.0034948,77.9424530999999,Watch
18636,394326,21.23045,72.970551,Watch
8763,390023,22.3213611,73.154,Watch
15593,456003,21.371804,73.013962,Watch
4076,822131,23.65124,85.28951,Watch
13022,713123,23.79,88.04,Watch
13000,713125,23.39,87.95,Watch
12772,743345,22.808,88.703,Watch
10020,530015,17.6900556,83.2253889,Watch
17741,530011,17.6889722,83.2423333,Watch
1854,535160,18.139908,83.250266,Watch
13493,282002,27.1896549,77.9916944,Watch
15312,721642,22.8721999999999,88.7265,Watch
14863,415104,17.214815,74.153356,Watch
558,507203,16.8482244,80.4191853,Watch
17667,768201,21.85647222,84.01344444,Watch
18525,421603,19.5524,73.7624,Watch
5082,484110,23.18,81.22,Watch
7362,450881,21.7017,76.5314,Watch
309,496220,22.421042,83.6946702999999,Watch
2447,383335,23.3023,73.3296,Watch
4393,425003,20.97105,75.57535,Watch
19042,431520,18.860669,76.528769,Watch
4203,415527,17.1632199999999,74.23599,Watch
14893,425415,21.571098,73.979248,Watch
16585,721515,22.6168,86.8183,Watch
15217,415303,17.22,74.3,Watch
5012,486111,24.5373,81.3042,Watch
4100,834003,23.3211899,85.3297752,Watch
19351,390024,22.3415,73.1786944,Watch
605,522437,16.4837,79.8151,Watch
9435,440001,21.15219444,79.06916667,Watch
15351,815301,24.184713,86.302193,Watch
7598,476229,26.2588899,77.3107983,Watch
2686,363650,22.4596728,70.7826688,Watch
1473,585402,17.9319231,77.4836892,Watch
15835,380026,23.010919,72.658903,Watch
4377,425413,21.627276,74.161882,Watch
4875,480882,21.107076,79.13792,Watch
12748,741249,22.96391,88.576327,Watch
4879,480999,22.527365,79.938857,Watch
4086,822123,23.56874,84.35026,Watch
10596,731215,23.649242,87.960491,Watch
13733,713208,23.533206,87.290929,Watch
2749,394380,21.476566,74.197713,Watch
